134200	WHITTIER COLLEGE	WHITTIER	CA	Private 4yr	"$2,950,014"	653
134300	WOODBURY UNIVERSITY	BURBANK	CA	Private 4yr	"$2,263,685"	487
134400	YUBA COLLEGE	MARYSVILLE	CA	Public 2yr	"$9,596,975"	"2,774"
134500	ADAMS STATE COLLEGE	ALAMOSA	CO	Public 4yr	"$4,534,905"	"1,014"
134600	ARAPAHOE COMMUNITY COLLEGE	LITTLETON	CO	Public 4yr	"$5,338,213"	"1,881"
134700	COLORADO COLLEGE	COLORADO SPRINGS	CO	Private 4yr	"$1,166,709"	253
134800	COLORADO SCHOOL OF MINES	GOLDEN	CO	Public 4yr	"$3,563,891"	801
134900	UNIVERSITY OF NORTHERN COLORADO	GREELEY	CO	Public 4yr	"$14,024,317"	3121
135000	COLORADO STATE UNIVERSITY	FORT COLLINS	CO	Public 4yr	"$24,681,049"	5844
135300	FORT LEWIS COLLEGE	DURANGO	CO	Public 4yr	"$5,107,972"	1173
135500	LAMAR COMMUNITY COLLEGE	LAMAR	CO	Public 2yr	"$1,323,455"	327
135800	COLORADO MESA UNIVERSITY	GRAND JUNCTION	CO	Public 4yr	"$13,966,529"	"3,438"
135900	COLORADO NORTHWESTERN COMMUNITY COLLEGE	RANGELY	CO	Public 2yr	"$1,083,456"	278
136000	METROPOLITAN STATE UNIVERSITY OF DENVER	DENVER	CO	Public 4yr	"$31,255,204"	8046
136100	NORTHEASTERN JUNIOR COLLEGE	STERLING	CO	Public 2yr	"$1,949,458"	488
136200	OTERO JUNIOR COLLEGE	LA JUNTA	CO	Public 2yr	"$2,354,196"	648
136300	REGIS UNIVERSITY	DENVER	CO	Private 4yr	"$4,378,765"	"1,161"
136500	COLORADO STATE UNIVERSITY-PUEBLO	PUEBLO	CO	Public 4yr	"$8,307,208"	"1,875"
136800	TRINIDAD STATE JR COLLEGE	TRINIDAD	CO	Public 2yr	"$2,755,357"	717
137000	UNIVERSITY OF COLORADO-BOULDER	BOULDER	CO	Public 4yr	"$22,359,037"	"4,931"
137100	UNIVERSITY OF DENVER	DENVER	CO	Private 4yr	"$4,514,359"	1007
137200	WESTERN STATE COLORADO UNIVERSITY	GUNNISON	CO	Public 4yr	"$2,514,731"	573
137400	ALBERTUS MAGNUS COLLEGE	NEW HAVEN	CT	Private 4yr	"$3,155,047"	771
137800	CENTRAL CONNECTICUT STATE UNIV	NEW BRITAIN	CT	Public 4yr	"$15,251,999"	3676
137900	CONNECTICUT COLLEGE	NEW LONDON	CT	Private 4yr	"$1,368,968"	298
138000	WESTERN CONNECTICUT STATE UNIV	DANBURY	CT	Public 4yr	"$7,679,401"	"1,837"
138500	FAIRFIELD UNIVERSITY	FAIRFIELD	CT	Private 4yr	"$2,155,444"	483
138900	HOLY APOSTLES COLLEGE & SEMINARY	CROMWELL	CT	Private 4yr	"$172,855"	45
139200	MANCHESTER COMMUNITY COLLEGE	MANCHESTER	CT	Public 2yr	"$8,509,912"	2768
139300	MITCHELL COLLEGE	NEW LONDON	CT	Private 4yr	"$1,087,206"	252
139700	UNIVERSITY OF NEW HAVEN	WEST HAVEN	CT	Private 4yr	"$6,195,427"	1444
139800	NORTHWESTERN CT COMMUNITY COLLEGE	WINSTED	CT	Public 2yr	"$1,427,163"	448
139900	NORWALK COMMUNITY TECHNICAL COLLEGE	NORWALK	CT	Public 2yr	"$8,394,985"	2546
140100	POST UNIVERSITY	WATERBURY	CT	Proprietary 4yr	"$25,227,639"	"8,163"
140200	QUINNIPIAC UNIVERSITY	HAMDEN	CT	Private 4yr	"$5,111,338"	1179
140300	SACRED HEART UNIVERSITY - SAINT VINCENT'	FAIRFIELD	CT	Private 4yr	"$4,286,370"	999
140304	SACRED HEART UNIVERSITY - SAINT VINCENT'	BRIDGEPORT	CT	Private 4yr	"$636,017"	192
140600	SOUTHERN CONNECTICUT STATE UNIV	NEW HAVEN	CT	Public 4yr	"$14,425,708"	3262
140900	UNIVERSITY OF SAINT JOSEPH	WEST HARTFORD	CT	Private 4yr	"$1,421,816"	333
